track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Thisishispit,Winterwolf,spotify:track:3gVeBxpLXQyuv4tEaHigIQ,0.121,0.932,6,-9.368,1,0.0766,1.69e-05,0.798,0.654,0.205,171.909,238903,4,55.56422,8,0
"Glass: Truman Sleeps (From ""The Truman Show"")",Philip Glass,spotify:track:2fwzsUkquSIHQbBjrayijJ,0.416,0.0937,5,-18.928,0,0.0336,0.951,0.948,0.106,0.0967,134.468,99533,4,69.7431,3,0
Miss Me More,Kelsea Ballerini,spotify:track:5NfJGBAL9mgFPRQxKJmiX2,0.643,0.72,2,-7.146,1,0.0527,0.014,0,0.0834,0.491,96.028,192840,4,50.24639,10,1
Haunt Your House,Dan Andriano in the Emergency Room,spotify:track:1QEcl3dTtRLyw68xV4UDRn,0.398,0.956,1,-3.33,0,0.0618,0.00372,0.00321,0.0706,0.574,86.05,236736,4,28.26048,9,0
Tu Meri Ki Lagdi,Navv Inder,spotify:track:7yl1lvePCTJuxa1v31fRK2,0.532,0.617,1,-8.409,0,0.0508,0.105,0,0.175,0.246,90.086,183883,4,45.70233,8,0
Make Me Move,Culture Code,spotify:track:4DHRbvvQyC3mBa3Y0JNl4n,0.541,0.65,8,-4.665,0,0.0414,0.211,0.000128,0.1,0.356,95.019,197053,4,47.69852,7,0
Sentimental X's,Broken Social Scene,spotify:track:6Zp2CzhzAbhSqtjrxBTG7y,0.62,0.539,6,-11.044,1,0.0387,0.0244,0.692,0.109,0.396,149.92,340427,4,23.24009,14,0
Autre temps,Alcest,spotify:track:38cEFxU4h05Aa0BgzWrNyy,0.24,0.548,1,-8.378,0,0.0324,0.00609,0.875,0.0941,0.127,127.342,350320,4,59.09059,14,0
Roll The Bones - Audiotree Live Version,Shakey Graves,spotify:track:1Yxbxg5R6dQcYmOdjvlXP0,0.597,0.549,1,-10.253,1,0.0586,0.651,1.47e-05,0.0991,0.204,122.801,291596,4,31.94497,16,0
Mi Último Deseo,Banda Los Recoditos,spotify:track:01ksPzu3Bw8Lsf9o6xIk8C,0.844,0.639,11,-4.461,0,0.0437,0.62,0,0.46,0.974,121.033,163560,3,54.26862,8,0
Small and Simple,The Okee Dokee Brothers,spotify:track:2LR3q0QHOsuvxqcoyPd7XB,0.684,0.131,1,-16.962,0,0.0511,0.638,0.00668,0.101,0.311,96.345,87387,4,32.05812,4,0
Reza,Cal Tjader,spotify:track:4EpucAOoGXgSW5HScC8V1F,0.549,0.261,11,-21.898,0,0.0731,0.886,0.938,0.13,0.129,155.491,244053,4,40.67876,12,0
Shapes,Joey Trap,spotify:track:4O4ZIabUVwELSYfHdRQhRv,0.815,0.481,8,-7.178,1,0.399,0.0583,0,0.171,0.6,169.946,128802,4,24.03753,4,0
Get Ugly,Jason Derulo,spotify:track:1dl3vuXJS9anUXE7XnNP75,0.75,0.683,9,-4.829,0,0.12,0.0462,1.32e-06,0.297,0.539,111.066,200492,4,30.26648,10,1
Leaving Here,Echoing Angels,spotify:track:0CZf2rmN6sxRAPcwlWHvXq,0.503,0.842,4,-3.827,1,0.0408,0.0101,0,0.607,0.475,106.949,266016,4,37.06359,12,0
Cranes In The Sky,Solange,spotify:track:48EjSdYh8wz2gBxxqzrsLe,0.719,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988,250973,4,28.49233,5,1
Flight Of The Silverbird,Two Steps from Hell,spotify:track:2k2Pwkt3Fqowcve91PiH4g,0.415,0.922,5,-7.043,1,0.0819,0.00182,0.854,0.0888,0.226,138.086,201793,4,16.85492,10,0
Sunny Ambient,Tomasz Bednarczyk,spotify:track:23Pc6pK9bKqGycs17AdPaT,0.0853,0.378,11,-17.318,1,0.0454,0.787,0.918,0.103,0.0638,75.084,330000,4,13.15085,20,0
Time (Ambient),The American Dollar,spotify:track:07v4QVDM4ADCwCdkqd7Vti,0.107,0.226,0,-14.697,0,0.0357,0.965,0.915,0.12,0.0368,71.851,312038,4,30.36169,13,0
You And Your Heart,Jack Johnson,spotify:track:3daDd8yhWLgeWyCeZp9eIj,0.781,0.571,2,-5.999,1,0.0315,0.365,0.00044,0.0787,0.863,107.07,192853,4,72.6005,5,1
I Like It,Enrique Iglesias Featuring Pitbull,spotify:track:4nVyHATevhl5RC6Qmoko5H,0.646,0.94,10,-2.856,0,0.0838,0.0209,0,0.0691,0.704,129.011,231787,4,48.46913,10,1
Lone Town - VIP Mix,Blunt Instrument,spotify:track:6YSoAgffX9S3knLSpIo60n,0.714,0.948,7,-6.455,1,0.0682,0.000838,0.837,0.524,0.559,99.979,249598,4,39.61257,11,0
Hello,Karmin,spotify:track:7jO1boY6qwRjeu0EBtvDuu,0.658,0.919,5,-2.455,1,0.171,0.166,0,0.123,0.516,127.916,237547,4,30.15487,10,1
Ready Set Roll,Chase Rice,spotify:track:3rh2f6nqswpfDN3Ef6Bi5J,0.513,0.803,0,-4.45,1,0.0777,0.0161,0,0.667,0.746,156.038,190587,4,30.13889,8,1
Girl Crush,Little Big Town,spotify:track:11qh54D0PKkBwelpDxxiEU,0.5,0.225,0,-10.22,1,0.0302,0.842,0,0.112,0.355,173.788,193320,3,35.86537,11,1
Island of the Honest Man,Hot Hot Heat,spotify:track:1hVPxNsx6lVb0YordwO7gU,0.353,0.914,4,-2.105,1,0.0745,0.00177,0.342,0.204,0.449,146.397,182133,4,53.5463,9,0
All Of Me,John Legend,spotify:track:3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560,4,28.48472,13,1
Telegram,Alexandre Desplat,spotify:track:46Ag1jvrDkJBeNalEKRIrV,0.3,0.31,5,-15.589,1,0.0418,0.924,0.891,0.0835,0.103,207.111,109827,3,66.61045,4,0
You,Jacquees,spotify:track:01jIO8SJFnpSiNLH1JaBZ5,0.735,0.453,8,-8.264,0,0.0602,0.413,0,0.104,0.335,115.002,217387,4,41.355,11,1
That's How Country Boys Roll,Billy Currington,spotify:track:7KnMHRj5xqsOGLv8lGCPa6,0.677,0.919,2,-3.009,1,0.0344,0.054,1.48e-06,0.113,0.902,120.961,224267,4,22.10361,11,1
Super Bass,Nicki Minaj,spotify:track:0iYebKFUSfF72fUu2OW6ZT,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,200013,4,46.98894,12,1
Everyday,Ariana Grande Featuring Future,spotify:track:6yL2kTsdVwYnGwPkKGtMd5,0.637,0.733,7,-4.387,0,0.0553,0.0152,0,0.162,0.432,131.005,194840,4,20.83701,9,1
Booty,Blac Youngsta,spotify:track:0FbSpY8RPxTRxi1Fpj9Dz9,0.938,0.549,1,-8.368,1,0.098,0.000831,0.000243,0.082,0.412,144.005,160038,4,42.52691,6,1
Kenke Corner,Guts,spotify:track:7DSe9aWkpnbDQTTRikkpYp,0.823,0.648,1,-10.107,0,0.045,0.0403,0.767,0.174,0.962,124.015,386893,4,27.1154,18,0
Jorja Interlude,Drake,spotify:track:13e6f8t7RKXuxZ0JdaaJRG,0.735,0.373,11,-10.478,1,0.104,0.762,0.00202,0.288,0.237,123.081,107673,4,63.41151,4,1
Die Young,Max Frost,spotify:track:7qKX7wI4RK7hMYwJg6zRDE,0.855,0.395,11,-8.84,0,0.0604,0.229,0.00073,0.352,0.375,103.958,187853,4,70.78136,7,0
Unforgettable,Thomas Rhett,spotify:track:30MM5jWpUmOxtTNd9Ey5LZ,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,157080,4,31.6234,10,1
Ma Lo,Tiwa Savage,spotify:track:6U9jxxdQ6TNzjshIpwWMTf,0.788,0.721,11,-4.577,1,0.152,0.424,2.86e-06,0.0897,0.653,105.23,182857,4,48.87935,9,0
Everytime,Ariana Grande,spotify:track:2Hk1xo2ZrysHtBQMmZvg8U,0.239,0.676,10,-4.868,0,0.0613,0.0419,6.98e-06,0.551,0.198,73.373,131928,4,89.50583,5,1
Protector of the Common Folk,Howard Shore,spotify:track:3wlVdDCUCO1SS3xND0pBBc,0.196,0.0765,0,-22.721,0,0.038,0.904,0.805,0.111,0.0381,111.672,215065,4,47.23415,11,0
¿Por Qué Cambiaste De Opinión?,Calibre 50,spotify:track:1j8gLQNfFOI0vs8qcVTWwa,0.735,0.49,5,-4.937,1,0.0299,0.446,3.52e-06,0.129,0.89,135.159,241907,4,44.16903,12,0
Do or Die,Bloodgood,spotify:track:3tetPgK90dRsEwnKZ5LtlK,0.614,0.905,11,-4.597,1,0.0305,0.000319,8.4e-06,0.229,0.745,116.309,143440,4,54.45597,7,0
Cold One,Eric Church,spotify:track:1ffMmNQ42w7dIwyCDTKySb,0.591,0.888,6,-5.807,1,0.0601,0.0758,0.00403,0.535,0.771,147.943,205227,4,35.79843,9,1
Coretta's Beat,Marc Mac,spotify:track:3xWgEIGat6IVLUZWN2aUbQ,0.662,0.594,6,-6.386,0,0.11,0.0037,0.965,0.308,0.96,179.972,141173,4,22.87039,9,0
Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",spotify:track:2bNxCVI4Fub8BAwr0CQDyd,0.693,0.808,4,-6.231,0,0.093,0.0506,1.18e-06,0.578,0.547,127.945,162067,4,37.14631,6,1
I Wanna Die,Harley Poe,spotify:track:1wQDdCFGWzljnTvKdhoNpA,0.345,0.714,0,-5.48,1,0.0566,0.296,0,0.127,0.524,178.522,215079,4,43.9041,11,0
In the Trenches,Dying Fetus,spotify:track:36YSMRcddGQIFBuYnvZOMv,0.298,0.946,6,-5.62,0,0.0733,0.00167,0.0628,0.349,0.628,103.329,224480,4,54.13061,8,0
Listen,Glee Cast,spotify:track:68GZZPYc0IYcOWgKPnc63S,0.517,0.644,11,-5.366,1,0.0491,0.174,0,0.111,0.195,122.694,219253,4,44.41352,11,1
Death Was Arrested,North Point Worship,spotify:track:7eBybNhcjCylloMZT2QjQE,0.28,0.737,11,-3.938,1,0.0414,0.038,0,0.124,0.155,155.884,293331,3,80.464,10,0
Not Afraid,Eminem,spotify:track:7Ie9W94M7OjPoZVV216Xus,0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,248133,5,60.88147,11,1
Blood on Your Name,Emerald Sun,spotify:track:4WpUylY7ouC8xsa8dKxL0C,0.413,0.931,7,-1.889,0,0.0766,0.000691,1.36e-05,0.141,0.4,162.866,301575,4,52.2594,11,0
Every Breath You Take,Hannah Huston,spotify:track:4hZu7IefxrjzuoGjhWmhOu,0.237,0.445,4,-5.756,0,0.0291,0.483,0.00216,0.151,0.0923,149.099,191693,4,82.72779,6,1
I Like It Like That,Hot Chelle Rae Featuring New Boyz,spotify:track:6eFahAdQgABBj1XOM99cBG,0.742,0.784,1,-5.458,1,0.0552,0.0308,0,0.354,0.65,101.002,188200,4,22.9217,9,1
Who's That Chick?,David Guetta Featuring Rihanna,spotify:track:3FrX3mx8qq7SZX2NYbzDoj,0.675,0.601,11,-4.733,0,0.116,0.00372,0,0.0458,0.931,127.938,201040,4,19.72093,8,1
Body,Dreezy Featuring Jeremih,spotify:track:20s34XSPIiYMGSFDRSs24t,0.735,0.567,0,-5.962,1,0.0635,0.552,0,0.0659,0.574,149.968,232707,4,47.87237,11,1
Good Old Days,Macklemore Featuring Kesha,spotify:track:2Za1AlJNvksouPPWbXpR2X,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,240507,4,16.15571,15,1
Roots Bloody Roots,Sepultura,spotify:track:2hHiLL5tBuAJIOpO7fQYHX,0.428,0.874,4,-6.664,0,0.128,0.000337,0.0419,0.311,0.261,119.708,212253,4,44.39969,11,0
Metal Gods - Live from Battle Cry,Judas Priest,spotify:track:5K7htogsrZexso8RB1z0U7,0.378,0.891,10,-4.735,1,0.0428,1.03e-05,0.0136,0.777,0.14,96.105,253867,4,48.45906,11,0
Green Karma - Original Mix,Cabaret Nocturne,spotify:track:7AyLMeNJuYqYaxVHYfTqJM,0.789,0.803,7,-8.027,1,0.0402,0.313,0.862,0.138,0.48,117.009,339750,4,66.58938,12,0
The Sound Of Silence,Disturbed,spotify:track:1Cj2vqUwlJVG27gJrun92y,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,248467,4,22.17371,13,1
Baby Shark,Pinkfong,spotify:track:5ygDXis42ncn6kYG14lEVG,0.825,0.84,7,-3.651,1,0.227,0.245,0,0.341,0.52,115.062,96333,4,80.72202,3,1
Down,Living Death,spotify:track:7gLn7uwuJ0oYELDZcOxzH3,0.488,0.858,11,-10.148,0,0.0377,0.00878,1.29e-05,0.299,0.293,94.668,272787,4,18.98583,13,0
Serotonin,In Her Own Words,spotify:track:7JeIpiCXappsI31Mg4BcWz,0.376,0.945,1,-4.917,0,0.185,6.06e-05,0,0.14,0.387,188.052,210750,4,41.22986,11,0
Controlla,Drake,spotify:track:3O8NlPh2LByMU9lSRSHedm,0.611,0.468,10,-11.084,0,0.179,0.0781,0,0.101,0.349,92.092,245227,4,41.1081,11,1
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,spotify:track:55n9yjI6qqXh5F2mYvUc2y,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160,4,65.54703,9,1
Turncoat,Goldmund,spotify:track:6i0nz16kHbPINYReFwTh38,0.2,0.0649,4,-22.703,0,0.0328,0.958,0.833,0.036,0.0369,81.259,207449,4,57.765,9,0
The Christmas Song,The Raveonettes,spotify:track:7EEH0cAtDCAe5xgAyQ8tuT,0.611,0.843,11,-4.624,1,0.0294,0.0267,8.33e-05,0.127,0.585,106.348,132600,4,25.48346,9,0
Genesis,Grimes,spotify:track:4sCYKMatyhazyy6r2N7Hp2,0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,255320,4,30.57764,11,0
Come Get Her,Rae Sremmurd,spotify:track:1Ser4X0TKttOvo8bgdytTP,0.689,0.564,2,-6.226,1,0.136,0.187,0,0.0721,0.123,185.023,212947,4,21.63061,12,1
Hardcore for Hardcore,The Rival Mob,spotify:track:4BANvCnm8UeYQcvYjzaBch,0.248,0.967,9,-8.133,1,0.0647,4.76e-05,0.904,0.333,0.282,135.263,108880,3,58.64773,4,0
Octopus Bangbang - Original Mix,Splatinum,spotify:track:5Nh1KiIRgQUo2X2oRoFx0I,0.77,0.834,7,-5.005,1,0.0796,0.00158,0.0531,0.217,0.841,107.98,293627,4,38.03189,13,0
Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics",spotify:track:0phwM5a6TdLBDl0F9bk5fl,0.48,0.506,11,-5.554,1,0.381,0.549,0,0.0916,0.708,177.44,224267,4,26.45943,9,1
Oceans (Where Feet May Fail),Hillsong UNITED,spotify:track:5Mw9bXG1dLNhbjofkVS2oR,0.262,0.361,2,-10.187,1,0.0333,0.508,0.00268,0.108,0.056,126.784,535963,4,20.67951,16,1
Party Of A Lifetime - Original Mix,Crazy Daylight,spotify:track:5NKMYl0Qsnf4RHv6DD5GZj,0.826,0.634,2,-5.228,1,0.0528,0.00228,0.00122,0.0825,0.507,105.015,267962,4,30.86762,9,0
Call Casting,Migos,spotify:track:0jOfl1nZf6sVBTG08Q4brn,0.852,0.727,1,-4.851,1,0.267,0.0962,0,0.154,0.496,130.014,232705,4,25.1189,9,1
A New Color,Astronoid,spotify:track:75fyLhgEilq8T2MMdkm18E,0.316,0.977,3,-6.833,1,0.107,1.4e-05,0.905,0.173,0.116,160.032,321373,4,36.37115,11,0
For Metal,Arkham Witch,spotify:track:1WKdv0TessM45gWc1TVZnU,0.268,0.95,4,-4.793,1,0.11,0.000104,0.088,0.0645,0.422,202.873,319307,4,29.88652,15,0
Dance with Me,LZ7,spotify:track:6exUpfnLDBxAtFBoHheWAV,0.603,0.833,9,-7.294,1,0.246,0.131,0,0.356,0.708,72.501,204844,4,27.64285,10,0
Pierced from Within,Suffocation,spotify:track:2LU1IwUiwbOGoBEBGghOp0,0.324,0.837,10,-10.142,0,0.101,1.83e-06,0.944,0.0882,0.635,103.928,265893,4,59.27881,9,0
Get You,Daniel Caesar Featuring Kali Uchis,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,278180,4,70.58556,13,1
We've Lost You - Live,Sepultura,spotify:track:6C8XTcbobqkt7lOf5tCc56,0.401,0.978,6,-6.26,1,0.114,0.000324,0.348,0.973,0.0426,126.991,261693,4,26.86729,7,0
Méditation grisâtre,Nocturnal Depression,spotify:track:3oDxsK0LIul2NCoa9zslXl,0.246,0.683,7,-4.458,0,0.0469,0.000211,0.488,0.085,0.126,128.035,455837,4,67.41279,14,0
Rutter: Requiem: III. Pie Jesu,John Rutter,spotify:track:1B4wMxkP9XSGKgyNBf8hFK,0.0769,0.0484,5,-26.768,1,0.0407,0.97,0.116,0.0825,0.0398,77.177,215867,4,45.41805,13,0
Mistletoe,Justin Bieber,spotify:track:7xapw9Oy21WpfEcib2ErSA,0.658,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.994,182947,4,42.14998,10,1
W O R K I N  M E,Quavo,spotify:track:33tNYw9oMtSkGe27NpgS64,0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,169620,4,40.34418,9,1
A Lie,French Montana Featuring The Weeknd & Max B,spotify:track:1vVNlXi8gf8tZ7OhnEs4VE,0.516,0.792,1,-5.38,0,0.216,0.0235,0,0.404,0.524,121.189,226790,5,32.2437,10,1
Red Bull & Hennessy,Jenny Lewis,spotify:track:3rrzbjHWFyKcCpagbbFjrE,0.509,0.933,4,-5.633,0,0.099,0.00203,0.000138,0.196,0.374,130.005,288630,4,83.83607,9,0
"Till The End - From ""Me Before You""",Jessie Ware,spotify:track:4wuKfMYt9XIDiGCIfloBRR,0.662,0.395,4,-10.694,1,0.0593,0.766,0.00594,0.125,0.534,73.012,180560,4,42.15589,8,0
Victorius,Archipel,spotify:track:0B7wAoTn9bhn2GbUXwxa5s,0.611,0.627,9,-8.923,1,0.0342,0.141,0.00569,0.208,0.208,95.998,292780,4,61.01776,10,0
The Story of Hip Hop,The Books,spotify:track:7HdApXuBEaGWgOVi8XHlnX,0.793,0.594,7,-8.508,1,0.122,0.286,0.00375,0.188,0.453,95.864,270173,4,29.92433,11,0
The Metal Man,James Ruskin,spotify:track:6GyLkcW0tXISsxpzoZIAYh,0.782,0.445,7,-12.574,1,0.0754,0.146,0.934,0.114,0.113,126.015,344880,4,77.26727,14,0
Planez,Jeremih Featuring J. Cole,spotify:track:08zJpaUQVi9FrKv2e32Bah,0.688,0.556,6,-7.738,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,240320,4,67.5797,12,1
Frog and Toad Are Friends,Armand Hammer,spotify:track:003I0c4UcwPtqOp3rW7Dv7,0.67,0.918,10,-6.318,0,0.37,0.0127,0,0.872,0.678,159.803,251947,4,42.73762,10,0
So Close - Club Mix,Kidnap,spotify:track:2wlRpTxW3beqaFvEMxoOAy,0.804,0.792,1,-5.878,0,0.0475,0.00114,0.753,0.0472,0.371,124.001,345207,4,60.7462,16,0
Bury Me,Getter,spotify:track:7m1oRKYiZCfuKXRMWGefWR,0.735,0.933,1,-2.151,0,0.0788,0.0185,0.0108,0.1,0.116,129.988,281538,4,74.78952,7,0
Roots Rock Jabali,TootArd,spotify:track:7ve8LfZjy00eNwrwZ4pLVO,0.731,0.61,5,-9.394,0,0.034,0.15,0.124,0.135,0.862,98.031,245733,4,22.04892,12,0
Dance Monkey (Metal Version),Leo,spotify:track:52MqpL45EQxIPD2VzJ7avI,0.591,0.833,4,-4.526,0,0.0529,0.0197,0.000193,0.0582,0.435,100.05,267900,4,27.91464,12,0
Hate Me,Eurielle,spotify:track:4oEL2E7VLBNTqJg8p6YSpn,0.22,0.13,0,-15.086,0,0.0357,0.842,0.00155,0.0987,0.125,135.872,311667,4,43.07957,12,0
In The End,Anime,spotify:track:47RdxOp686m51Z8QWf5DHp,0.433,0.96,4,-1.991,0,0.113,0.00399,0.0352,0.075,0.078,174.012,201724,4,30.70863,10,0
Atlas: Two,Sleeping At Last,spotify:track:6qWfB1QABjGnaO6mrn9iBF,0.384,0.325,4,-9.485,1,0.0398,0.902,6.74e-06,0.361,0.274,132.801,260429,4,23.01897,9,0
Rockstar 101,Rihanna Featuring Slash,spotify:track:5rXDTihGQ3TkYE3pmraAmH,0.343,0.65,1,-4.624,1,0.0909,0.0299,0,0.646,0.315,170.697,238893,5,28.97112,12,1
Love You Like That,Canaan Smith,spotify:track:2QVzUws1l5mzZ4v46tGHrC,0.559,0.766,11,-5.056,1,0.0295,0.0107,6.98e-05,0.194,0.723,145.26,203053,4,29.46957,7,1
Hello,Martin Solveig & Dragonette,spotify:track:3sl4dcqSwxHVnLfqwF2jly,0.666,0.975,3,-3.47,1,0.0345,0.0135,0.000925,0.105,0.452,128.005,191388,4,37.99253,10,1
Punk Off Pleasant,Rule 22,spotify:track:38m9Ho9kU8F8Cvhn4oS3W3,0.34,0.717,2,-15.982,1,0.0757,0.00726,7.57e-06,0.0653,0.593,116.667,201787,4,38.13859,9,0
Snap Backs & Tattoos,Driicky Graham,spotify:track:4I1tuOmbZUp6imx453rMui,0.856,0.694,10,-3.797,0,0.296,0.124,0,0.0955,0.538,139.876,209840,4,23.70821,16,1
Make It Sweet,Old Dominion,spotify:track:23vpjrt7G0ERE2L95dyxdI,0.424,0.837,7,-4.453,1,0.0472,0.0373,0,0.0665,0.555,180.166,187000,4,34.04844,13,1
No Mediocre,T.I. Featuring Iggy Azalea,spotify:track:38aECKrbMv2F5FsYYCewCQ,0.78,0.45,1,-9.539,1,0.0465,0.0826,0,0.0809,0.178,95.486,201600,4,41.09386,16,1
Russian Roulette,Rihanna,spotify:track:3rMsX63C0IZVnOT5LGYoTH,0.48,0.486,6,-5.754,0,0.0447,0.046,0,0.107,0.265,80.051,227533,4,27.76427,7,1
Barrow-downs,Summoning,spotify:track:0jExrisy6Ky7FByFUiPLmX,0.465,0.868,1,-9.973,0,0.0338,0.0459,0.973,0.144,0.252,80.027,167627,3,55.517,9,0
Often,The Weeknd,spotify:track:4PhsKqMdgMEUSstTDAmMpg,0.569,0.629,7,-9.837,0,0.0485,0.218,0,0.135,0.0726,134.035,249040,4,41.37556,10,1
Pretty Good At Drinkin' Beer,Billy Currington,spotify:track:6a7wXoZOARI8IqEXObjhDz,0.769,0.678,5,-3.725,1,0.0315,0.427,8.04e-06,0.0939,0.581,106.951,179907,4,48.89896,8,1
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,spotify:track:0n4bITAu0Y0nigrz3MFJMb,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827,4,26.35024,19,1
Leaving Earth,Clint Mansell,spotify:track:1ZUwoCWz8rJqzBTwtdscPN,0.276,0.289,4,-14.322,0,0.0339,0.662,0.982,0.0963,0.0805,39.369,123720,4,0.0,2,0
What Would Meek Do?,Pusha T Featuring Kanye West,spotify:track:5vnuJ8EopkP5dHukpOmT3L,0.678,0.636,1,-3.155,1,0.0782,0.0064,8.38e-06,0.177,0.0636,83.071,153267,4,27.49196,6,1
Sympathy for the Devil,The KVB,spotify:track:5Yk7mjm17WEeqwZiOeKSEU,0.136,0.732,9,-6.291,1,0.0415,0.0334,0.962,0.173,0.443,100.026,288703,4,53.87711,10,0
I Fall Apart,Post Malone,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,223347,4,30.75575,11,1
Untitled,Jupiter Grains,spotify:track:3tCBeat5YZBwLf61yoQJ9v,0.209,0.0219,5,-25.95,1,0.0344,0.954,0.938,0.104,0.0358,78.336,112312,1,0.0,2,0
World Music with Black Edges,Solefald,spotify:track:2V7v63lt9RzCqoheIzjB8V,0.465,0.964,1,-5.347,1,0.166,0.0257,0.000321,0.132,0.533,159.991,475099,4,37.23934,28,0
Helluva Life,Frankie Ballard,spotify:track:4mnuiEDq1ADXUTYWJxLo4B,0.564,0.76,6,-5.667,1,0.0277,0.0676,0,0.144,0.528,134.015,231693,4,30.08691,11,1
Colder Weather,Zac Brown Band,spotify:track:1M2l9ReoabUnvl6Y8jLUe7,0.667,0.381,3,-7.494,1,0.0294,0.458,0,0.116,0.199,135.979,273893,4,25.47938,11,1
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,spotify:track:1nueTG77MzNkJTKQ0ZdGzT,0.783,0.61,7,-6.124,1,0.0696,0.343,0,0.0983,0.418,100.047,214265,4,42.72597,11,1
Julep,Punch Brothers,spotify:track:5a4ZTEMp6wULHTEzJclKxt,0.675,0.219,11,-13.546,0,0.0311,0.897,0.103,0.0979,0.313,105.921,326493,4,47.23998,15,0
Protectors of the Earth,Thomas Bergersen,spotify:track:1YtHpYEbbfQQIyxXkdxEoW,0.441,0.934,7,-6.766,0,0.0482,0.0395,0.96,0.15,0.374,109.98,169715,3,40.03481,9,0
Maimed to Beg,Cerebral Fix,spotify:track:3Cug9f7ntU6bAYDa84vsaX,0.168,0.853,4,-10.384,1,0.0562,6.03e-06,0.374,0.376,0.564,81.607,179400,4,60.50276,5,0
Electricity,Silk City x Dua Lipa,spotify:track:5N4erncE7kuUccm7zEmwzk,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,4,34.85759,12,1
Drifting,G-Eazy Featuring Chris Brown & Tory Lanez,spotify:track:5sv4LTz8qayQYnXlzaxg2x,0.523,0.757,6,-6.772,0,0.138,0.00199,0,0.3,0.375,134.828,273253,4,28.95138,13,1
Va Va Voom,Nicki Minaj,spotify:track:2jATUzETZL49e6SywauZKE,0.647,0.834,8,-3.395,1,0.0317,0.0609,0.00851,0.202,0.704,126.878,183560,4,29.38193,7,1
Dil Ki Hai Tamanna,Vijay Prakash,spotify:track:103mJr1oXxLGqeaoGsDo8G,0.639,0.559,7,-7.475,1,0.0427,0.057,8e-06,0.129,0.597,85.939,331558,4,23.01682,16,0
"It's Been A Long, Long Time",Jackie Gleason,spotify:track:5Wj7TGu1qO4W5KpmNA0HcP,0.267,0.074,7,-20.313,1,0.0356,0.914,0.9,0.209,0.149,137.732,212173,4,61.56717,12,0
Diamonds,Rihanna,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,225147,4,31.51086,9,1
Just Us,DJ Khaled Featuring SZA,spotify:track:0BnTBAGmr9FtYwkZrwKhwS,0.639,0.859,9,-2.758,0,0.147,0.135,0,0.129,0.566,93.132,221379,4,52.68865,9,1
Hardcore Power,Haus of Panda,spotify:track:7MhdEgFZYE31pqOFnOVXIc,0.612,0.901,6,-4.455,0,0.0582,0.0089,0.56,0.0297,0.472,144.99,218483,4,39.75483,9,0
3D Dream - World Mix,Jerry Paper,spotify:track:66HSEaHk2uANQxaEqXasvu,0.776,0.504,11,-12.052,0,0.0473,0.191,0.108,0.724,0.888,92.291,219293,4,18.33128,10,0
Stay,Zedd,spotify:track:2fqHpnhBxkjHxHdpGphPze,0.691,0.562,5,-6.837,0,0.0682,0.251,0,0.113,0.55,101.999,211640,4,28.88442,11,0
Sweetener,Ariana Grande,spotify:track:1Bvxlmt3CtZTyls2IJQ38T,0.655,0.7,4,-4.242,1,0.0789,0.158,1.25e-06,0.877,0.529,119.835,174000,4,51.29028,9,1
