track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Talking Back To The Night,Steve Winwood,spotify:track:09rPMrDjbJw8RUef9TXh7N,0.735,0.65,7,-10.736,0,0.0289,0.654,0.0742,0.0831,0.937,126.37,343000,4,30.90418,13,1
The Word - Alternative Orchestral version,Magnum,spotify:track:4LIfLlJ4wE5IEV27n2wURS,0.347,0.633,4,-6.26,1,0.0339,0.00193,0,0.111,0.458,124.741,298853,4,46.72206,11,0
I'll Fall In Love Again,Sammy Hagar,spotify:track:5y9gFWBjJBLsVsVoj92Oee,0.63,0.654,2,-12.178,1,0.0311,0.0914,2.11e-05,0.044,0.775,122.356,254600,4,54.32735,11,1
The Second Time Around,Shalamar,spotify:track:6yh8yf1jpPrTMA5cezYpbi,0.801,0.388,1,-12.135,1,0.0505,0.0123,7.16e-05,0.0924,0.577,112.367,223293,4,55.80989,9,1
"Make No Mistake, He's Mine",Barbra Streisand With Kim Carnes,spotify:track:0yWTY5DsdlY5bGrVlh7Hxj,0.156,0.0844,6,-21.035,1,0.0315,0.873,0,0.107,0.0893,71.874,249267,4,49.069,14,1
Flowers,Galaxie 500,spotify:track:1tDI5qw1b8hOLVOazlECo2,0.448,0.707,7,-8.536,1,0.0378,0.117,0.826,0.0737,0.254,114.953,269947,4,67.2721,9,0
"That Was Then, This Is Now",The Monkees,spotify:track:0B5p7iilmyCCn9aUzx7NQL,0.611,0.811,11,-7.216,1,0.0265,0.0644,1.91e-05,0.0985,0.962,142.067,242813,4,49.68417,13,1
I'm on My Way,The Proclaimers,spotify:track:1HuAR7RyNWQq6vHwOFHWqx,0.824,0.634,8,-10.296,1,0.0342,0.369,0,0.0665,0.743,118.922,225587,4,38.1822,11,0
Açaí,Gal Costa,spotify:track:0P44GGC0uTNGqgIU7l6YLh,0.386,0.279,3,-17.136,1,0.047,0.752,0,0.194,0.533,172.294,180533,4,24.60616,8,0
Soul Provider,Michael Bolton,spotify:track:05M64X8usrSHqWTLHm48ff,0.609,0.42,0,-10.875,1,0.0249,0.08,0,0.347,0.448,83.552,267293,4,27.46371,11,1
All Right,Christopher Cross,spotify:track:5tE2kEW1Jom3Qc93UPBT79,0.711,0.647,6,-5.225,0,0.0353,0.17,0,0.234,0.504,132.752,253653,4,28.58522,10,1
Your Love Is King,Sade,spotify:track:2DcSehEocZhDogCJKCnXb3,0.742,0.422,9,-6.797,1,0.0309,0.559,4.14e-05,0.0402,0.592,134.624,219427,3,35.96118,12,1
My Life Is Starting Over,Daniel Johnston,spotify:track:07zsLcaV1xYD3FRotqvDRr,0.384,0.837,0,-6.131,1,0.0857,0.207,3.22e-05,0.202,0.882,164.803,126667,5,41.16103,8,0
Symphonic Suite For Chorus And Orchestra - Part II - Version Seven,Georges Delerue,spotify:track:3rFQo9X0Lkp9f9jedJ3KrN,0.1,0.26,4,-13.414,0,0.0367,0.971,0.973,0.173,0.0377,85.479,210173,4,17.5957,9,0
Rock Eta Rollin,Errobi,spotify:track:7ph9yrkpzd4HWQ42rUDgM2,0.531,0.826,9,-6.268,1,0.0404,0.342,0.00207,0.0688,0.961,166.985,220000,4,47.52136,10,0
Shop,Nobuo Uematsu,spotify:track:76ZsDxPf4pWvHkItP5mjEU,0.279,0.224,0,-13.159,1,0.043,0.62,0.024,0.0892,0.964,197.962,81693,3,48.90032,4,0
There'll Be Sad Songs (To Make You Cry),Billy Ocean,spotify:track:1mP8BJQBRZWjSQLVmxQEyG,0.563,0.458,0,-7.673,1,0.0305,0.748,0,0.103,0.259,79.738,292680,4,25.65248,10,1
Move The Crowd,Eric B. & Rakim,spotify:track:5MuuJAB7IOw4zsq2okI0Sy,0.744,0.706,0,-8.471,1,0.299,0.112,0,0.0822,0.769,91.04,227293,4,39.10508,10,0
Gotta Have More Love,Climax Blues Band,spotify:track:5ZNUXbnAqjPAURrWaR7xmL,0.473,0.736,4,-8.038,0,0.0282,0.159,9.85e-06,0.151,0.592,101.122,210826,4,29.10112,11,1
One Good Woman,Peter Cetera,spotify:track:7ttAAvkXzs3IC1Qm3H1N3k,0.761,0.48,7,-14.141,1,0.0298,0.537,0.000151,0.0535,0.689,124.163,277973,4,25.31756,11,1
Sternschnuppen,Ton Steine Scherben,spotify:track:0jGyFG0gSq1KFvBXCnL9ob,0.749,0.734,0,-9.133,1,0.0339,0.0735,0.413,0.0949,0.813,127.599,171720,4,19.63373,11,0
Pour Some Sugar On Me,Def Leppard,spotify:track:0PdM2a6oIjqepoEfcJo0RO,0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,267307,4,35.41114,10,1
Do Me Baby,Meli'sa Morgan,spotify:track:2smHxX4ZmwamJ1Cu3BM3Os,0.748,0.499,5,-14.177,0,0.0648,0.127,0.000107,0.116,0.845,100.262,300733,4,110.50238,10,1
In A Big Country,Big Country,spotify:track:1tAFvq63jO3n9WaDCZPJNh,0.641,0.775,9,-6.419,1,0.0498,0.00184,0.177,0.0948,0.854,126.174,284067,4,43.62494,14,1
Castles In The Air,Don McLean,spotify:track:3sT8Pu1fKLh8dwYUy52hg1,0.466,0.547,4,-11.597,1,0.0373,0.314,5.28e-05,0.282,0.737,84.363,223200,4,62.70852,8,1
Sun Sun Sun Didi,Asha Bhosle,spotify:track:28MLTaQDLh2PySpzbzCkOK,0.57,0.585,9,-6.703,1,0.15,0.86,0.005,0.225,0.927,183.046,222467,4,43.83157,11,0
Foolin' Yourself,Aldo Nova,spotify:track:28xveBsyzEfA8rng32lPPA,0.315,0.739,2,-6.976,1,0.0411,0.492,0,0.14,0.687,133.072,214773,4,23.71759,10,1
The Gauntlet,Daryl Runswick,spotify:track:1b6HWg90P0ORFK8NvCZecd,0.264,0.25,5,-15.114,1,0.0632,0.959,0.647,0.177,0.575,59.376,76512,4,33.15909,4,0
My Name Is Anthony Gonsalves - From 'Amar Akbar Anthony' / Soundtrack Version,Kishore Kumar,spotify:track:5VK3mkWn3QsKZAjH3ORcww,0.626,0.579,3,-9.198,1,0.242,0.68,0,0.0665,0.757,92.754,332147,4,43.76655,13,0
Hail! The White Grain,Death In June,spotify:track:6OvUsfd2jgbSEeGedEXeSj,0.375,0.378,11,-12.434,0,0.0449,0.421,4.42e-06,0.0887,0.617,183.407,197573,3,20.05719,7,0
Armageddon It,Def Leppard,spotify:track:16MQZkAIAAtI4X5NuiEwuq,0.65,0.921,9,-6.014,1,0.0359,0.000798,0.0298,0.134,0.648,119.8,322867,4,25.35654,17,1
You Should Be Mine (The Woo Woo Song),Jeffrey Osborne,spotify:track:2SfuAy85nKuB71LCLZFDPk,0.725,0.648,0,-10.968,1,0.0384,0.675,0.000463,0.0943,0.853,88.907,266507,4,25.36936,15,1
He Can't Love You,Michael Stanley Band,spotify:track:1XymXdDST6eFyZQmjrnIIo,0.553,0.88,0,-6.108,1,0.0319,0.00873,7.94e-06,0.0861,0.846,151.682,214613,4,26.99101,10,1
I Feel Love - Medley,Bronski Beat,spotify:track:4ANOgAo2pRLVd7y7mzlhfU,0.663,0.864,7,-9.49,1,0.0517,0.232,0.154,0.162,0.669,139.213,500800,4,54.8546,22,0
The Honeythief,Hipsway,spotify:track:1bkSzATaKPaDglvqKMw3QE,0.8,0.604,11,-12.282,1,0.0353,0.25,1.36e-06,0.0808,0.932,111.145,190973,4,35.63978,9,1
Alphabet St.,Prince,spotify:track:1ZKRSod81afokMnynrquOE,0.813,0.925,0,-8.405,1,0.0811,0.326,0.287,0.259,0.667,104.323,145013,4,37.90064,7,1
Heaven In Your Eyes,Loverboy,spotify:track:1sMhhVoD3ExOFTeh70EqNe,0.567,0.551,6,-10.32,1,0.0328,0.293,0,0.136,0.328,123.441,243227,4,40.07978,11,1
When Your Heart Is Weak,Cock Robin,spotify:track:7eaPCOybgKSjvX7ptXLZNO,0.635,0.498,11,-9.62,1,0.0268,0.0583,0.0103,0.117,0.576,106.984,346467,4,84.05764,12,1
Underneath The Radar,Underworld,spotify:track:1UPJoPSCpOzYcRBq5nc586,0.628,0.66,2,-12.262,1,0.0437,0.00994,0.51,0.398,0.437,144.635,367453,4,39.97567,15,1
Comin' In And Out Of Your Life,Barbra Streisand,spotify:track:1ewTd6py4ifeRxoFH0HXlu,0.305,0.295,1,-14.085,1,0.0392,0.804,1.67e-05,0.073,0.185,139.8,248667,4,69.47631,7,1
Straight From The Heart,Bryan Adams,spotify:track:5eaK7PLGwyDXmHfTdWZZuE,0.587,0.237,0,-18.466,1,0.0272,0.0766,0,0.139,0.366,84.764,211933,4,28.57773,8,1
El mundo que nos rodea,José Guardiola,spotify:track:7GKOXxgGfVGbS89bYyTYZI,0.439,0.237,10,-11.582,1,0.0319,0.742,0,0.0834,0.275,95.831,163467,4,72.79821,6,0
Foggy Eyes,Beat Happening,spotify:track:3kJ5yNY6gn2ebE78HJVCHe,0.729,0.84,4,-9.629,1,0.0337,0.581,0,0.062,0.573,136.484,166107,4,34.95558,8,0
Hallazgo de Las Piedras / Te Conozco / Coda: Te Conozco,Silvio Rodríguez,spotify:track:2kEm3BkKsNkL4tiBtLXbNr,0.421,0.386,7,-8.756,1,0.0492,0.714,0.00321,0.0788,0.232,88.219,702681,4,41.18372,26,0
Fairytale,Enya,spotify:track:3oy7aXWP1l5HctKbKqFzyD,0.161,0.0672,0,-23.436,1,0.0466,0.982,0.463,0.149,0.11,88.472,184627,1,40.85371,9,0
Let Me Love You Tonight,Pure Prairie League,spotify:track:6vOMU2u38Z9Wru3CqPxcKs,0.461,0.454,10,-12.352,1,0.0488,0.404,0,0.0657,0.703,104.556,167107,4,43.1709,9,1
Consolacao,Baden Powell,spotify:track:2WVxNigxPoJvKCqpLrDmDs,0.428,0.16,10,-25.132,1,0.0492,0.876,0.877,0.112,0.8,94.34,147818,4,34.38034,9,0
Jungle Hop,The Cramps,spotify:track:1dUa62j9wHiRURckxJWgr9,0.504,0.792,4,-11.639,0,0.0423,0.0765,0.0111,0.38,0.631,102.676,127013,4,108.57534,4,0
One O'clock Jump,Doc Severinsen,spotify:track:4D721KbGdtGhKtdDisrhZu,0.522,0.524,1,-10.495,1,0.0467,0.423,0.00729,0.218,0.77,93.133,174840,4,31.32482,8,0
The Valley Road,Bruce Hornsby & The Range,spotify:track:15Hgsooff9mLjxUhg2uXZz,0.619,0.55,2,-9.682,1,0.0291,0.411,0.00637,0.0835,0.529,126.163,282293,4,27.1829,14,1
La reponse,Ton Steine Scherben,spotify:track:39RJm0Cmcy6qUwdNz3Po30,0.435,0.779,9,-8.476,0,0.0452,0.000211,0.71,0.118,0.798,148.882,151547,4,32.95152,8,0
Country Boy,Otis Spann,spotify:track:3lROd1nVC5iWoWyvhWPjca,0.434,0.417,0,-10.019,1,0.0309,0.991,0.36,0.189,0.498,71.622,267760,4,13.67147,12,0
All Touch,Rough Trade,spotify:track:2weRgumdjR4weGfvmjS1v3,0.755,0.493,11,-16.184,0,0.038,0.0141,3.77e-06,0.0765,0.868,136.622,212667,4,25.19648,11,1
Everything She Wants,Wham!,spotify:track:5hXEcqQhEjfZdbIZLO8mf2,0.9,0.459,6,-15.557,0,0.0366,0.321,0.00399,0.165,0.962,115.091,302693,4,34.78924,13,1
Surrender,Suicide,spotify:track:4QRO73C82pI3OCHo0njVlS,0.437,0.521,6,-9.69,0,0.0275,0.134,0.142,0.104,0.278,74.916,228427,4,35.14919,11,0
P.Y.T. (Pretty Young Thing),Michael Jackson,spotify:track:5lA3pwMkBdd24StM90QrNR,0.888,0.815,11,-4.909,0,0.0404,0.23,0.000424,0.127,0.961,127.273,238733,4,67.10734,9,1
Oniro pedión tis gitoniás (Dream of urban children),Manos Hadjidakis,spotify:track:6zQ3LDEpevjCXMusUjHvVH,0.358,0.133,8,-19.169,1,0.0414,0.764,0.000581,0.118,0.293,147.993,309507,4,36.6698,13,0
Changes (Dub Dub),Divine Sounds,spotify:track:6cPXOeLIUu1KQDJGKlhgQe,0.78,0.575,10,-8.51,0,0.0642,0.00194,0.315,0.124,0.658,112.088,383641,4,29.10143,14,0
Love On The Airwaves,Night,spotify:track:3p2L6phu8fR5QMtxrHTo6U,0.592,0.67,3,-11.576,1,0.0492,0.155,0,0.234,0.813,128.788,239080,4,16.12302,12,1
This Time,INXS,spotify:track:4EsEfzagJPOdu15YRmptIi,0.568,0.896,7,-7.441,1,0.0382,0.00359,0.245,0.0972,0.577,133.094,189933,4,23.03372,10,1
The Last Beat Of My Heart - Live,Siouxsie and the Banshees,spotify:track:3bpA8kzflSlrXsJpdubN30,0.143,0.527,0,-8.669,1,0.0334,0.178,0.000846,0.763,0.0396,69.395,332707,4,32.42952,13,0
Be Bop Logic,Artefact,spotify:track:6Es3vXVZBENhjbtZTitAAW,0.781,0.819,2,-8.314,1,0.137,0.297,0.00092,0.174,0.916,91.888,122506,4,40.67611,5,0
Carneval Of The Four,Pierre Favre,spotify:track:3FlCHJ18d7yF16cnVE1A8v,0.521,0.275,1,-25.016,1,0.0488,0.0677,0.904,0.108,0.265,136.451,371800,4,57.50295,14,0
Draußen vorbei,Roedelius,spotify:track:33XAGFXQ1Uoe4kAAThIuS0,0.709,0.341,10,-14.247,0,0.0821,0.96,0.93,0.237,0.618,89.533,254356,3,47.95812,9,0
You Don't Know Me,Mickey Gilley,spotify:track:1JkEmkfi0wzOpmf55or7AC,0.519,0.324,0,-9.03,1,0.0282,0.551,2.99e-06,0.133,0.289,72.723,184600,4,34.24392,9,1
Tukani (Monday Is Grey),The Cleaners From Venus,spotify:track:1pyWBXRp3yxygdYW4nnyzj,0.626,0.653,9,-7.346,1,0.116,0.0308,0.0915,0.103,0.283,139.551,329173,4,57.37968,16,0
Teenage Confidential,Flamin' Groovies,spotify:track:7hfdnJotPCpvdzkcTvwuZ3,0.494,0.615,2,-11.786,0,0.0244,0.246,0.904,0.117,0.49,92.032,164626,4,62.18425,8,0
Nazar Ke Samne,Anuradha Paudwal,spotify:track:56Ne0akGQ4GHPxS9MOL57G,0.458,0.51,11,-8.287,0,0.0331,0.715,6.37e-05,0.0814,0.526,142.993,335213,4,18.81085,20,0
What People Do For Money - Dollar Bill Dub,Divine Sounds,spotify:track:3iLJAlVRgyQZ8Syc3aKydi,0.913,0.494,11,-7.249,0,0.0918,0.00956,0.517,0.0564,0.786,124.017,506953,4,31.64937,17,0
How 'bout Us,Champaign,spotify:track:59S5BGYP3tzYd7dccspVdx,0.589,0.488,10,-11.405,0,0.0352,0.519,4.75e-06,0.0512,0.611,72.723,199333,4,37.52334,9,1
Hold Me,Laura Branigan,spotify:track:2H6m7pkGVlKca7Bbm5MsVZ,0.696,0.556,2,-12.455,1,0.0291,0.0132,0.18,0.0909,0.937,121.978,286760,4,56.45837,11,1
Walks Like A Lady,Journey,spotify:track:2ec2PuewSVcTL0TvBpfqav,0.719,0.405,5,-14.065,1,0.0733,0.139,0,0.0447,0.654,131.634,196267,4,75.00111,8,1
Hands On The Radio,Henry Lee Summer,spotify:track:46pITDSOoxdYEqeqa1MS9f,0.58,0.643,2,-12.095,1,0.0303,0.0196,0,0.191,0.57,130.305,199973,4,25.29252,10,1
Wait On Love,Michael Bolton,spotify:track:0MSsPwiZj71s8grwMb6WOK,0.625,0.684,8,-11.439,1,0.043,0.0338,0.0011,0.113,0.606,110.516,266827,4,37.65127,10,1
I Pledge My Love,Peaches & Herb,spotify:track:7mZBgeTb3oLqTRwC1suWXN,0.524,0.33,5,-14.264,1,0.0297,0.654,0,0.0635,0.553,179.598,255000,3,17.99506,14,1
She's Playing Hell Trying To Get Me To Heaven,George Strait,spotify:track:21DmKjz0VgREmDbM9S2wf6,0.703,0.35,2,-17.997,1,0.0294,0.212,5.55e-06,0.108,0.734,130.49,161867,4,25.02284,9,0
VX Gas Attack,Skinny Puppy,spotify:track:5tLJ4v1nhjcXqHpIy1qYhi,0.634,0.779,7,-11.818,1,0.0664,0.00859,0.0339,0.357,0.19,118.115,336133,4,37.86467,12,0
St Louis Blues - Instrumental,W.C. Handy,spotify:track:09lVDT0711GAJ2wqUNavZ7,0.414,0.125,7,-18.279,1,0.0374,0.971,0.944,0.0824,0.251,94.13,295893,4,58.45972,12,0
It's Gonna Be Special,Patti Austin,spotify:track:4lnCRePjuHHEo2YNyPcA7g,0.713,0.834,6,-5.835,0,0.0672,0.433,0,0.841,0.733,121.809,259013,4,25.27514,12,1
All My Life,Kenny Rogers,spotify:track:3YWulDdpSxw6fKKLmUP2pa,0.263,0.379,5,-12.391,1,0.0314,0.319,1.05e-06,0.128,0.0907,176.241,233773,4,23.88757,9,1
When I'm With You,Sheriff,spotify:track:3RJof5CojqlbgZ5adHw50O,0.248,0.324,9,-10.878,1,0.03,0.274,0.00946,0.113,0.122,135.786,238040,4,38.38571,10,1
Abacab,Genesis,spotify:track:10ThhPNj7E31iHGR0jTfeP,0.702,0.687,0,-9.25,1,0.032,0.0195,0.329,0.076,0.175,130.711,418147,4,28.44475,18,1
1928,Ludwig Hirsch,spotify:track:2BTGUNj4bI1esubNCypXb9,0.43,0.171,0,-22.956,1,0.102,0.634,7.7e-05,0.0769,0.242,135.865,353200,5,48.50701,14,0
Giving Up On Love,Rick Astley,spotify:track:55O2yCgCC4ZX0TE2vdWELj,0.687,0.707,7,-13.064,1,0.0547,0.0338,0.000271,0.0891,0.861,110.059,243800,4,34.7241,14,1
Is This Love,Whitesnake,spotify:track:0IhUdJRoolbYeEMPL59XPm,0.263,0.759,0,-7.288,1,0.0431,0.0555,0,0.231,0.429,179.904,284496,4,34.35584,10,1
Espantapajaros,Celtas Cortos,spotify:track:7gb3ZjsZI65W9uWCiPNfKY,0.546,0.734,10,-10.023,1,0.0316,0.000927,0.71,0.0508,0.866,106.034,279360,3,30.03479,13,0
Downtown,Dolly Parton,spotify:track:4xKKdqzBo9hJTsCjw7ETc9,0.629,0.642,1,-9.599,1,0.0318,0.0671,0,0.0713,0.286,127.019,201010,4,47.81595,10,1
Girlfriend,Pebbles,spotify:track:38bP8r9yx49g6pdQ90NH1X,0.963,0.822,2,-6.642,1,0.106,0.475,0,0.17,0.908,118.499,256493,4,36.29167,12,1
Situation,Yaz,spotify:track:1QlogZxaAT35c3HqjJt1JH,0.761,0.413,6,-16.138,1,0.0595,0.0107,0.479,0.0442,0.428,118.727,346800,4,40.67695,15,1
Chehra,Nazia Hassan,spotify:track:6EsfKavloPJN5rtH09lbyF,0.454,0.499,9,-11.806,1,0.0285,0.441,3.16e-05,0.0767,0.351,143.841,265977,4,79.30886,11,0
Prisionero,Aries Vigoth,spotify:track:4wAS64HlOEgmIwaKjDURYy,0.504,0.698,3,-7.512,0,0.032,0.736,0.00129,0.119,0.962,168.055,213108,3,17.91605,14,0
Ever New,Beverly Glenn-Copeland,spotify:track:5Q5bcG1c5QCI07sdaeOYzZ,0.523,0.377,7,-14.302,1,0.033,0.892,0.772,0.109,0.445,123.989,428543,3,58.73461,19,0
First Time Love,Livingston Taylor,spotify:track:7LaDjaGvgNizPpiKaawZFj,0.595,0.0808,2,-19.12,1,0.0329,0.8,0,0.0743,0.435,103.002,189827,4,31.78881,10,1
Nothing Much to Lose,My Bloody Valentine,spotify:track:3gOzKbPb3Atac29uUNY08H,0.282,0.95,2,-9.077,1,0.111,1.55e-05,0.819,0.212,0.0814,130.677,197307,4,36.82282,10,0
"Suite 1922 for Piano, Op. 26: I. Marsch",Paul Hindemith,spotify:track:5pYG0huOWjkAYhMJnkgsht,0.641,0.337,4,-15.972,1,0.0376,0.973,0.891,0.0694,0.255,104.228,88133,4,40.20207,5,0
Respighi: Ancient Aires And Dances,David Grisman,spotify:track:0UWILLY32Qg1fWLgQlx7nN,0.603,0.156,0,-19.628,0,0.0387,0.955,0.791,0.317,0.661,106.002,152573,4,46.50104,6,0
Irony of Force,Milan Pilar,spotify:track:1jT0cqkVIq5W3L7WLQY5A8,0.784,0.483,4,-16.495,1,0.0649,0.00667,0.427,0.177,0.383,110.039,180897,4,17.18379,8,0
"Young Thing, Wild Dreams (Rock Me)",Red Rider,spotify:track:529PsUjf4jXDWHk957tarb,0.751,0.683,9,-7.463,1,0.0366,0.0405,8.64e-06,0.0813,0.892,111.072,212533,4,27.95498,10,1
Right Here Waiting,Richard Marx,spotify:track:4LFwNJWoj74Yd71fIr1W8x,0.395,0.252,0,-13.589,1,0.0301,0.8,0,0.101,0.126,177.679,264333,4,27.91724,12,1
I'll Never Shed Another Tear,The Bluegrass Album Band,spotify:track:3viL0mvEYvkc9TadVCRdUz,0.62,0.509,7,-13.32,1,0.0317,0.522,0.141,0.152,0.963,127.373,183800,4,67.28365,9,0
Thumpin',Brother's Disco,spotify:track:35ByEhD0Tf5Yvo3yAzlzBf,0.865,0.751,11,-8.979,0,0.239,0.651,0,0.181,0.805,119.058,212046,4,107.42812,8,0
Closer To Fine,Indigo Girls,spotify:track:7rKyITVLEwldhdXIy7P6Vw,0.54,0.677,9,-6.349,1,0.0286,0.368,0,0.224,0.748,98.339,241600,4,34.0828,12,1
Flashdance...What A Feeling,Irene Cara,spotify:track:0FIQjzPGk8eJd1cDRHRFWb,0.637,0.63,7,-8.166,0,0.0372,0.138,3.79e-06,0.214,0.59,124.913,234040,4,103.21291,8,1
Lass uns leben,Westernhagen,spotify:track:3UF9hLlfeUiYSd6IUXSXCA,0.594,0.283,7,-15.227,1,0.0338,0.41,0.00143,0.0275,0.406,115.601,264733,4,21.9171,9,0
Book's Sorrow,Maurice Jarre,spotify:track:4qkbNfUiMczBoKHmxpABCQ,0.157,0.0802,11,-21.306,0,0.0343,0.774,0.981,0.0995,0.0713,60.863,166000,4,32.68518,6,0
This Is My Night,Chaka Khan,spotify:track:1EZmeztCbpOM1vqDlGyJLQ,0.735,0.893,4,-11.104,0,0.0718,0.0136,0.033,0.048,0.693,108.901,280627,4,40.39623,13,1
New Day For You,Basia,spotify:track:237SMLdswRjGJmU445btJI,0.715,0.602,9,-12.148,0,0.032,0.159,0.00136,0.105,0.626,110.018,267467,4,85.25264,9,1
I Want It All,Queen,spotify:track:4DtB1PJsbl4KAb2rZVNCUL,0.414,0.842,11,-5.698,0,0.0483,0.025,2.45e-06,0.374,0.392,92.09,242093,4,46.12363,10,1
Big Mistake,Peter Cetera,spotify:track:4xP9idy2nfJTJMnba8LY55,0.729,0.648,1,-13.057,0,0.0304,0.0743,0.0065,0.115,0.882,134.603,342560,4,54.85317,17,1
As The Rhyme Goes On - Pumpin' The Turbo - Chad Jay In Effect Version,Eric B. & Rakim,spotify:track:5ZZ28lPEooHaxMPEV14ICC,0.821,0.765,1,-8.567,1,0.227,0.00726,0.00933,0.381,0.598,92.815,370360,4,44.4724,17,0
On The Wings Of Love,Jeffrey Osborne,spotify:track:6AEdWbrFREOUNmI1hMPbyc,0.546,0.352,7,-12.066,1,0.032,0.404,0,0.355,0.39,69.199,241760,4,24.65683,11,1
Stand By Me,Ben E. King,spotify:track:3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4,31.96861,10,1
On The Radio,Donna Summer,spotify:track:41v23mPw4Se92JKUGvnkmW,0.734,0.45,4,-13.92,0,0.035,0.113,1.13e-05,0.296,0.595,127.46,241507,4,34.25669,11,1
A Little Respect,Erasure,spotify:track:2RVQIq7bLi4Eu6xHPyQ46t,0.596,0.598,0,-13.409,1,0.0268,0.00808,3.07e-06,0.241,0.595,113.825,213373,4,21.8508,12,1
Mere Liye Soona Soona,R. D. Burman,spotify:track:6Pi0T3Z2kZTfa4x1oN3c1Q,0.597,0.678,5,-5.438,1,0.0317,0.605,0,0.153,0.537,124.629,268005,4,25.95479,12,0
Roule and rock - Version intrumentale,Jakie Quartz,spotify:track:4Og29fnu830eljQN4Zlol7,0.702,0.597,0,-10.231,0,0.0277,0.162,0.361,0.308,0.772,126.845,314934,4,61.32028,14,0
Yeh Vaada Raha - Yeh Vaada Raha / Soundtrack Version,Kishore Kumar,spotify:track:19LAzJUBAOzZtpw1h3J1YP,0.54,0.65,0,-6.554,1,0.0382,0.643,0.000123,0.123,0.635,72.52,409333,4,34.78751,16,0
44 Blues,Big Joe Williams,spotify:track:63bCGVa2jXtZ5aLQ3KPMyn,0.623,0.294,6,-17.214,1,0.0573,0.935,0.107,0.418,0.534,106.774,136067,4,21.3281,6,0
Let's Get It Up,AC/DC,spotify:track:1EJIEPzahlUiev5IQ1HnuL,0.514,0.905,9,-4.173,1,0.063,0.000676,0.0345,0.0815,0.68,108.942,234027,4,34.71336,12,1
Rafael Caro Quintero,Los Invasores De Nuevo León,spotify:track:6CaDhKiByDaJlLRgAlW0QF,0.739,0.606,9,-7.867,1,0.0814,0.736,0,0.048,0.93,96.161,188533,3,66.62486,6,0
A Night To Remember,Shalamar,spotify:track:2xsXNMfcKLQxL5sQq4v7gH,0.863,0.738,10,-6.314,0,0.0428,0.0658,0.000234,0.0969,0.947,108.851,299360,4,99.88086,11,1
Death Rap,Margo's Kool Out Crew,spotify:track:5cvk5oRAFCIuT8asN5CuyE,0.615,0.932,10,-6.063,0,0.287,0.132,0,0.237,0.86,112.012,277280,4,30.44388,12,0
The Way You Look Tonight,Coleman Hawkins,spotify:track:7ln3tLGBE1knxxUnkt7IXE,0.517,0.343,7,-10.851,0,0.0291,0.865,0.0146,0.113,0.79,78.444,170333,4,66.06299,6,0
Something About You,Level 42,spotify:track:2uXewDKMktNkkMfotqSxN6,0.707,0.568,6,-13.52,0,0.0291,0.0319,0.0298,0.055,0.877,105.326,223440,4,40.59088,10,1
As the End Draws Near (feat. Sarah McLachlan),Manufacture,spotify:track:0zmxmoDHgwfdRY3ezrQGUZ,0.74,0.9,10,-9.96,1,0.0512,0.0663,0.696,0.115,0.634,126.003,222413,4,100.98088,5,0
Hey Lonesome,The Bluegrass Album Band,spotify:track:6PDyoHJ3nuiU0YnEPEYRIq,0.647,0.513,2,-14.108,1,0.0385,0.481,0.016,0.241,0.798,117.861,125973,4,41.54893,6,0
The Girl Who Lives On Heaven Hill,Hüsker Dü,spotify:track:1ogYunDqXwXMoV4dfPTT1K,0.288,0.949,0,-10.167,1,0.0567,0.0367,0.961,0.303,0.167,165.364,186467,4,36.22932,8,0
Communication,The Power Station,spotify:track:6ILe7rZd0C5DQBYtSio2rt,0.649,0.926,2,-7.338,0,0.0597,0.0728,0.000139,0.0731,0.705,122.65,217267,4,30.18762,10,1
Knocked Out,Paula Abdul,spotify:track:7xHYQboEmdZXWuXpJf9h30,0.731,0.779,1,-9.126,0,0.0454,0.00468,0.00134,0.0557,0.954,116.233,233667,4,34.38158,9,1
Esta situación,Beatriz Adriana,spotify:track:1iR35eXxKgIxk1NFM83oZo,0.579,0.429,9,-9.053,1,0.063,0.708,0,0.13,0.927,122.839,147280,3,51.7228,7,0
Palais D'Amour,Bal Paré,spotify:track:3Q98SfLMOOcI6ponQgaJFl,0.604,0.788,5,-7.751,1,0.0325,0.088,0.437,0.166,0.94,145.936,215075,4,51.67055,12,0
Suddenly,Olivia Newton-John & Cliff Richard,spotify:track:1W9Xk8b7uJgbe76sOZhHYf,0.581,0.419,8,-11.319,1,0.0314,0.163,5.38e-06,0.11,0.303,136.423,240133,4,28.90209,14,1
Tera Naam Liya,Manhar Udhas,spotify:track:3rSaJrLXSwt8AnwqXT69Ag,0.565,0.662,10,-9.15,0,0.0389,0.85,0,0.11,0.877,130.456,357200,4,51.44878,17,0
Walk Away,Sisters of Mercy,spotify:track:7o3wwWcDjjzY4T5YJdQ7Al,0.542,0.96,9,-10.239,0,0.0446,0.00361,0.796,0.109,0.592,136.403,204187,4,29.78965,12,0
