track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Take a Breath,Elmo,spotify:track:5074c0qIo9YyUl2tAQsWuO,0.883,0.404,7,-9.491,1,0.121,0.725,0,0.0752,0.964,123.931,138400,4,51.35856,8,0
Very Rare,The Jon Spencer Blues Explosion,spotify:track:3qoozt1EIDcPsJpzR9JPph,0.455,0.71,0,-4.717,0,0.0681,0.0116,0.879,0.216,0.638,178.915,185187,4,17.28186,11,0
Who You Are,Pearl Jam,spotify:track:2Avh5LgyS4UCeYbzmgiSg9,0.427,0.884,4,-8.631,1,0.0905,0.0301,0.211,0.109,0.623,176.563,230133,3,23.87492,9,1
"Dude, You Rock",Jon Finn Group,spotify:track:7yzpTm4aV0rm0q1xxQGozR,0.173,0.868,7,-6.996,1,0.101,0.0685,0.541,0.386,0.39,81.436,188839,5,25.08904,9,0
Rottin' Apple,Strung Out,spotify:track:6EEHNQbpaMGdEtrwmM62tk,0.269,0.934,2,-5.462,1,0.0717,0.000225,0.00178,0.0683,0.467,104.608,149173,4,19.38191,6,0
I Live By The Groove,Paul Carrack,spotify:track:77LVgYgRJU8LVDcC87otHv,0.682,0.748,9,-10.862,0,0.036,0.0409,1.3e-05,0.103,0.933,122.847,252373,4,25.61033,12,1
Magic Club Music,The Wiggles,spotify:track:0jD1FMcC9VKfj3dnP1ORnZ,0.844,0.34,5,-11.238,1,0.0509,0.0509,0.00955,0.0505,0.738,128.166,97693,4,33.94813,6,0
Alarm Call,Björk,spotify:track:0FXA3CxQmpjgP1VS5STnJC,0.651,0.877,5,-5.095,0,0.0616,0.28,1.46e-06,0.0882,0.654,97.082,259560,4,20.51577,14,0
God Bless The Child,Shania Twain,spotify:track:5VlcN32sMteWvg1Qg57Av6,0.413,0.0223,4,-14.562,1,0.0479,0.911,0,0.179,0.339,144.587,90733,5,19.61251,5,1
O Pirangueiro,Edilson Morenno,spotify:track:1Vfu4sPWVlQDxd3rP9AQiX,0.682,0.811,1,-5.323,0,0.0297,0.268,0.00056,0.121,0.983,151.248,209493,4,16.1064,10,0
He's Got The Whole World In His Hands,Doc & Merle Watson,spotify:track:4pn9GsMJxE128gtixRM63i,0.524,0.366,10,-14.569,1,0.51,0.912,0.000129,0.675,0.799,122.891,125600,4,31.61034,6,0
Gathering Flowers For The Master's Bouquet,The Stanley Brothers,spotify:track:4YjMwPxjhgBlxJT3PtzDnb,0.51,0.223,8,-16.396,1,0.035,0.825,0.00032,0.64,0.59,157.551,161000,3,58.69684,8,0
"Jumpin' With Symphony Sid / Be-Bop - Live At The Royal Roost, 1949",Charlie Parker,spotify:track:48qvqmnaaefj3DDQQzyAyd,0.527,0.518,1,-11.987,1,0.352,0.939,0.0725,0.501,0.896,85.777,304133,4,37.667,12,0
Dream Space Baby,Demented Are Go,spotify:track:28rmPEtNRXiCqvT7XTgTHS,0.312,0.981,9,-8.52,0,0.0848,2.38e-05,0.601,0.371,0.542,91.402,232173,4,99.20601,9,0
What'd You Come Here For?,Trina & Tamara,spotify:track:1Mg13VMaQj4fhPtQT41vUZ,0.817,0.625,1,-3.643,1,0.0719,0.0508,0.00123,0.058,0.759,102.907,246000,4,44.42429,10,1
Let's Make A Night To Remember,Bryan Adams,spotify:track:3wgNhWuV5gkcEkTgMBNcoA,0.469,0.621,0,-6.763,1,0.0253,0.205,0.000776,0.135,0.395,175.906,378907,4,35.07704,17,1
Be-Bop,Charlie Parker,spotify:track:76oKs5mBemIWY50LG1QH5h,0.586,0.445,5,-11.896,0,0.0826,0.884,0.454,0.0892,0.837,89.327,211267,4,21.08915,9,0
I Miss You (Dobie Rub Part One) - Sunshine Mix,Björk,spotify:track:1E9uIzPJCObTg9AhUvrGFj,0.752,0.496,1,-9.602,1,0.0573,0.00905,0.000693,0.182,0.383,92.992,335493,4,25.21507,13,0
River's Rising,Leftover Salmon,spotify:track:44Z1DDuoNyZuzZtcS39OJ5,0.514,0.865,9,-7.077,1,0.0395,0.0264,0.000202,0.159,0.668,97.505,239360,4,55.12393,7,0
Get It Together,702,spotify:track:4eDCsyIHTSu3cQZ5wDIyP7,0.791,0.186,10,-11.367,1,0.0333,0.625,2.67e-06,0.0574,0.317,114.061,291400,4,49.8985,15,1
Time,Hootie & The Blowfish,spotify:track:1N0UflnZhn7xOkrN2l8zxx,0.387,0.875,2,-5.741,1,0.0385,0.0373,0,0.152,0.238,105.1,296840,4,28.82298,12,1
Greensleeves,John Coltrane Quartet,spotify:track:71RPjNw25QN44DbMHhNlFO,0.375,0.348,9,-14.915,0,0.0314,0.758,0.0213,0.0692,0.438,105.989,601400,4,31.01209,30,0
Wade in the Water,The Fisk Jubilee Singers,spotify:track:4PG7TRjZ1Uz4uU2A306LmT,0.33,0.192,11,-19.89,1,0.0443,0.993,0,0.202,0.288,85.283,144067,4,71.22143,6,0
Here Come The Lords,Lords Of The Underground,spotify:track:5RK7cBkPvATJ9f7XMXoaBl,0.884,0.643,4,-8.593,0,0.238,0.0881,1.73e-05,0.162,0.162,98.084,258000,4,59.784,11,1
Bittersweet,Beborn Beton,spotify:track:2BqlSkeFMCDwaSaugMt8QD,0.665,0.901,5,-6.315,1,0.0505,0.0364,0.112,0.289,0.712,120.014,263627,4,21.42047,10,0
November,Lynn Miles,spotify:track:7HrmZhNQwC2YF1I6Bh9k0P,0.502,0.142,7,-11.456,1,0.0353,0.895,0,0.114,0.57,140.054,217733,5,32.77756,13,0
I Got A Thang 4 Ya!,Lo-Key?,spotify:track:44tMr9ypzWXXFq0wjDqphF,0.756,0.65,6,-8.004,1,0.0457,0.307,0,0.0606,0.788,132.274,340867,4,49.11417,11,1
The Unforgiven,Metallica,spotify:track:2lF8jQFhIjpmQa501sYXxR,0.539,0.597,7,-9.581,1,0.0258,0.0108,0.00552,0.134,0.251,139.444,387133,4,21.6847,15,1
She Brings The Rain (from Bottom - Ein grosser Graublauer),CAN,spotify:track:2PaIkxeGZTJhifE5I3BoG1,0.516,0.11,2,-14.176,0,0.038,0.522,0.00121,0.131,0.0538,105.595,245746,4,40.058,9,0
Down So Long,Jewel,spotify:track:5WmOYQAMavY2nk7tktsPbZ,0.611,0.55,9,-8.611,0,0.0436,0.306,0.00659,0.112,0.622,78.501,255147,4,36.83087,10,1
Ping Pong,Stereolab,spotify:track:0L4MDpE7fs3tjh4o4kQ9b8,0.326,0.699,11,-7.928,1,0.0285,0.0191,0.000207,0.0813,0.821,166.925,183730,4,33.22698,10,0
drag king bar,Bitch and Animal,spotify:track:2Qxxw5iOB0tpK8HFMDS2Na,0.472,0.613,9,-7.273,1,0.322,0.941,7.53e-06,0.715,0.788,147.203,282933,4,21.5108,14,0
You're The Voice,John Farnham,spotify:track:5NwkWwfRJaT55hEPtCmJHx,0.369,0.762,10,-8.993,1,0.0464,0.22,2.8e-05,0.579,0.644,84.957,302107,4,53.64431,9,1
Looking Through Patient Eyes,P.M. Dawn,spotify:track:2cRlkoXssyeXXHjjaF06Za,0.786,0.372,8,-17.765,1,0.0536,0.19,5.9e-06,0.129,0.685,102.237,249667,4,19.03434,13,1
Gato de Metal,Charly García,spotify:track:5cuCRYWFrB1sLvuEd3xpt4,0.64,0.433,2,-15.617,1,0.029,0.0334,0.000412,0.0705,0.395,101.675,194733,4,25.30337,11,0
Missing in Venice,Rick Braun,spotify:track:18PwsjZKbuoC3pBRhywxlf,0.652,0.69,7,-8.627,0,0.0543,0.617,0.731,0.12,0.809,167.743,256488,4,57.92741,9,0
The Shoop Shoop Song (It's In His Kiss),Cher,spotify:track:5oV1YjM2rtyZ55txHHsFUu,0.678,0.61,0,-10.509,1,0.0306,0.467,0,0.397,0.919,117.04,170000,4,46.56766,5,1
What Do You Say To That,George Strait,spotify:track:6WLe7a3YFhYYLn9elhytsJ,0.613,0.426,11,-7.92,1,0.023,0.454,3.65e-05,0.116,0.509,93.981,180067,4,53.07014,9,1
Aquarela,Toquinho,spotify:track:2leW711jTkcRn5Gq9Vni2d,0.544,0.432,7,-14.262,1,0.0305,0.552,2e-06,0.132,0.767,153.204,253627,4,52.81864,12,0
Havana,Kenny G,spotify:track:3h94vp5QyqopAwVolKhM5l,0.403,0.328,0,-12.372,0,0.033,0.807,0.785,0.228,0.291,113.075,440400,4,52.75216,15,1
Here Today,Nausea,spotify:track:3hH6WXsP2sX6lDtgNm0Ewx,0.233,0.929,5,-6.886,0,0.0996,8.18e-06,0.0481,0.388,0.242,132.043,182467,4,31.31036,9,0
London Girl,Os Pedrero,spotify:track:0mOJvWYDxiCIXkHuF4nK3N,0.32,0.986,9,-4.409,1,0.0814,0.117,1.2e-05,0.142,0.533,83.404,89253,4,21.06538,5,0
"Dreamer, Deceiver",Steel Prophet,spotify:track:7czMGI1vFvaoN4iUGBRghn,0.3,0.449,3,-8.422,0,0.0296,0.0367,0.00202,0.129,0.201,104.256,329173,4,49.58077,16,0
Las Vegas Tango,Gil Evans,spotify:track:0eGZ1D5bB8016ObJzWbG7q,0.322,0.409,9,-14.883,0,0.0369,0.208,0.00635,0.109,0.301,99.807,395200,4,35.85819,19,0
The One And Only,Chesney Hawkes,spotify:track:69Tyiih00ZZKboHFnXp0VF,0.681,0.697,4,-11.063,1,0.0327,0.357,0,0.388,0.775,119.956,223667,4,25.74709,13,1
Baby Doll,Leæther Strip,spotify:track:00rhvV2cIGS56WCyERJgdd,0.685,0.738,1,-5.617,1,0.0551,0.00102,0.314,0.125,0.208,99.528,361720,4,28.59716,13,0
How Can I Ease The Pain,Lisa Fischer,spotify:track:24LlWhWXorT9R81J2vaA9H,0.634,0.577,4,-7.579,0,0.0303,0.143,1.78e-05,0.183,0.4,116.212,319880,4,26.24059,9,1
Not Enough,Van Halen,spotify:track:4zbJWmA6NqIPSyNsLddZnO,0.27,0.528,5,-7.192,1,0.0345,0.036,7.28e-06,0.13,0.285,159.24,312067,4,30.93251,13,1
Star Dust,Lionel Hampton,spotify:track:4LWNwn63az0Y9JZXBpv1dt,0.463,0.111,5,-19.01,0,0.0417,0.928,0.0389,0.141,0.289,133.487,595267,4,40.01827,24,0
Higher Ground,UB40,spotify:track:3mDoAC8R1miOQ6Ld1NkAYH,0.799,0.504,2,-12.874,1,0.045,0.074,0.000609,0.118,0.92,101.067,261240,4,25.28552,13,1
Retrato Falado,Pavilhão 9,spotify:track:6Ks6aJDcQokZyKnoidHFqV,0.438,0.866,9,-7.017,1,0.156,0.00958,0.000738,0.0721,0.483,125.084,228374,4,21.27471,7,0
Days Like These,Asia,spotify:track:7fc4ZrV4Jqeg2UD0xBu2BR,0.606,0.683,2,-9.581,1,0.03,0.0925,0,0.125,0.715,118.864,244627,4,49.45581,10,1
Tide Is High,Angelina,spotify:track:33IXsLbbIVoOSNIrouplPv,0.784,0.843,11,-6.477,1,0.0661,0.123,9.85e-05,0.0568,0.898,94.988,291720,4,20.46952,15,1
Comforter,Shai,spotify:track:6vHJpgX1QTYa9SVXankGVR,0.725,0.384,7,-12.64,1,0.0317,0.00569,0.00022,0.158,0.497,121.9,250600,4,97.13051,9,1
Can I Stay With You,Karyn White,spotify:track:7LcBP7lQSp9BojdqulANFE,0.674,0.465,5,-8.565,1,0.0258,0.441,0,0.098,0.317,129.896,338667,4,41.71015,14,1
Freedom,George Michael,spotify:track:3tyTt5pEWblt96j1HsXiV5,0.677,0.852,5,-10.856,1,0.045,0.225,3.95e-05,0.0595,0.93,91.691,390862,4,34.12974,17,1
Wild World,Mr. Big,spotify:track:2kj5f1eRhUFhW6K0qUwoD8,0.573,0.722,5,-6.518,1,0.0295,0.182,0,0.29,0.59,144.209,208560,4,41.92201,10,1
A House Of Gold,The Whites,spotify:track:6vP3RN3byu4F4ZKGmwr1i9,0.482,0.241,0,-16.53,1,0.0367,0.736,2.3e-06,0.0868,0.201,96.574,210693,4,37.42232,11,0
Nothing Really Matters,Madonna,spotify:track:6bZPQHvekmIFBZZB7nMB5X,0.707,0.692,0,-6.937,1,0.0409,0.0534,0.00796,0.0649,0.248,116.868,269093,4,56.11205,8,1
Adiós a Jamaica,Los Superclasicos,spotify:track:0WsgmA4INQka1zTb0b9NYU,0.676,0.31,0,-19.234,1,0.0363,0.678,0.00845,0.218,0.941,125.78,137600,4,46.1675,6,0
A Little Bit Of Ecstasy,Jocelyn Enriquez,spotify:track:4gmcD7RZVO68JwIwtK0vpx,0.496,0.762,6,-7.64,0,0.0628,0.036,0.00199,0.315,0.674,130.004,248000,4,30.23041,11,1
Hay,Crucial Conflict,spotify:track:56hvN4r1qI7kDW9cw1lVov,0.749,0.733,11,-9.163,0,0.0611,0.0302,0,0.151,0.897,139.935,260240,4,28.0985,16,1
Undone - The Sweater Song,Weezer,spotify:track:5WhtlIoxoZrMmuaWWEQhwV,0.457,0.618,6,-6.682,1,0.0296,0.00114,0.00257,0.0679,0.579,80.184,305533,4,53.02081,13,1
Sacrifice - 1st Version 1983,Bathory,spotify:track:3dE0o4NAcKYB3mxHw5S2Ng,0.15,0.848,2,-7.682,1,0.0556,9.05e-06,0.929,0.457,0.449,139.227,255360,4,24.62445,11,0
Supa O Svina,Vrävarna,spotify:track:382iByKVlShCt7BqXaYv3d,0.18,0.961,7,-6.547,1,0.0953,0.000206,0.561,0.343,0.243,177.425,135200,4,38.42181,9,0
My Baby Wants To Rock And Roll,Iggy Pop,spotify:track:7doBwI6sgoz0jc0eMow3Cp,0.487,0.8,9,-10.488,1,0.0365,0.016,0.0463,0.105,0.673,139.459,286267,4,28.60049,13,0
Love Is A Wonderful Thing,Michael Bolton,spotify:track:2LCIRBYUBMFy9hL81qthi1,0.727,0.824,2,-8.915,1,0.0394,0.00812,1.58e-06,0.0922,0.935,125.104,282933,4,31.39559,12,1
Low Desert Punk,Brant Bjork,spotify:track:7xxkaZADoO4sHbvjebXjij,0.375,0.588,1,-10.568,0,0.0392,0.000257,0.917,0.261,0.0854,113.495,321360,4,29.29312,12,0
Carta de amor,Alípio Martins,spotify:track:29K6Xf0ZjWWWpdvq02rKIk,0.532,0.5,4,-11.131,0,0.0284,0.68,0.00233,0.163,0.682,135.482,218360,4,44.3517,11,0
Kingdom,VNV Nation,spotify:track:5JvVCQ5Kv14RH4oJ9BCzrM,0.525,0.815,8,-8.978,0,0.0403,0.000898,0.0284,0.1,0.657,135.031,351737,4,43.55927,14,0
Shorty (You Keep Playin' With My Mind),Imajin Featuring Keith Murray,spotify:track:5AYqtxKZ5MIbb6BIKGiVLA,0.848,0.698,11,-4.885,0,0.241,0.0181,4.07e-06,0.203,0.895,101.074,294960,4,26.91261,15,1
Typewrite Lesson,Cornelius,spotify:track:2JEZdhsjF848Elx2XO3onI,0.478,0.405,0,-9.348,1,0.351,0.554,0.000684,0.106,0.128,79.872,346227,5,48.70167,9,0
I Love That Swamp Pop Music,The Boogie Kings,spotify:track:6HN0wj7IbRy1m3E8wxphJA,0.511,0.426,3,-11.686,1,0.027,0.633,0,0.0809,0.8,90.194,225116,4,31.65014,13,0
Sweet Lady,Tyrese,spotify:track:1Dx8rIZaXzZPvUQRF2j9hB,0.588,0.522,9,-6.254,0,0.0383,0.233,0,0.24,0.584,66.024,290600,4,101.22721,9,1
Say... If You Feel Alright,Crystal Waters,spotify:track:254s8fL5BZlUyvY6zAFMPn,0.757,0.843,1,-7.222,1,0.0332,0.0424,0.377,0.0742,0.717,113.21,236133,4,120.27292,6,1
"Be-Bop - Live At The Royal Roost, 1949 / 2",Charlie Parker,spotify:track:5wKnqSKgY4fLpxg4fMKYCo,0.665,0.501,10,-11.302,0,0.0975,0.932,0.855,0.0837,0.833,90.346,208173,4,77.13682,8,0
Guilt,Chapterhouse,spotify:track:21v5LW9SrY0dEbU0CicuHk,0.13,0.982,6,-8.215,0,0.0638,0.0014,0.73,0.643,0.136,154.946,253000,4,40.65285,9,0
Let's Get The Mood Right,Johnny Gill,spotify:track:6Rm7xbB9i6h144squqLeBy,0.537,0.374,4,-10.16,1,0.0339,0.409,0,0.0935,0.372,179.719,315240,3,33.2968,13,1
Written By Snakes,David Toop,spotify:track:1GGTPxHLAeMDB8lxRNuJ7F,0.393,0.153,4,-23.2,0,0.097,0.795,0,0.598,0.263,93.299,80560,4,34.4333,4,0
How Do You Fall In Love,Alabama,spotify:track:3FyENMn4WCKn7Zwfs835Pc,0.44,0.17,2,-13.266,1,0.0271,0.57,1.28e-05,0.122,0.272,84.565,179827,4,20.68255,11,1
Another World,Beborn Beton,spotify:track:1LWaKmH7Gb2YkGVWthTqNL,0.65,0.827,5,-8.335,0,0.0414,0.692,0.00448,0.0712,0.604,120.0,267093,4,33.91601,11,0
Rock in Chair - Live,Jacques Higelin,spotify:track:1fkqI1GUiveqM0eVD41cHw,0.477,0.685,0,-10.013,1,0.0609,0.0972,0.00083,0.954,0.639,167.01,269600,4,38.95852,11,0
Missing You,Brooks & Dunn,spotify:track:0gGvOWau1bH5r5UH2PsyWj,0.633,0.763,3,-7.652,1,0.0292,0.0575,2.76e-05,0.0993,0.495,102.991,226853,4,37.54978,11,1
How Much Love,Vixen,spotify:track:4CSFgPEx1PDP3PHDatvxsz,0.595,0.855,0,-8.806,1,0.0317,0.00463,0.000755,0.0408,0.818,120.145,280800,4,20.82655,14,1
Fu-Gee-La,Fugees,spotify:track:1rJM37Dd4OcSJvzI84yCcP,0.682,0.505,1,-11.709,1,0.138,0.137,0,0.234,0.4,89.954,260067,4,61.57225,12,1
I Don't Have The Heart,James Ingram,spotify:track:5In7xBveNACCRX2uWNoPuW,0.487,0.423,2,-8.181,1,0.0243,0.658,0,0.109,0.334,88.883,253507,4,53.02386,9,1
Anything,3T,spotify:track:2AtBXRPCZhtIqSGF5ap33B,0.686,0.454,10,-10.928,0,0.0328,0.43,0.00021,0.286,0.645,131.977,321000,4,29.75753,17,1
L.A. Woman,Billy Idol,spotify:track:4I2GdvjRKP5KbTUn43dPsK,0.389,0.936,2,-5.649,1,0.0476,0.0511,0.00171,0.0745,0.58,179.17,330600,4,19.43725,16,1
Match Box Blues (4446),Blind Lemon Jefferson,spotify:track:7hYOjbDYBvUk7RymZ82To3,0.475,0.157,10,-19.063,1,0.0567,0.976,0.0348,0.0776,0.519,169.224,183066,4,47.38894,7,0
69 année érotique,Serge Gainsbourg,spotify:track:6iDL8Jh3Bxy1U7kgAoFKth,0.562,0.393,7,-13.588,1,0.031,0.0198,0.293,0.173,0.81,120.805,197173,4,48.21064,9,0
Always Be My Baby,Mariah Carey,spotify:track:2aBxt229cbLDOvtL7Xbb9x,0.649,0.531,4,-8.335,1,0.0363,0.457,0,0.249,0.488,78.946,258133,4,29.05772,13,1
You're Amazing,Robert Palmer,spotify:track:4EUeXHCXYYyzF52hnEgIjZ,0.511,0.864,7,-11.973,1,0.0569,0.00824,3.89e-06,0.291,0.5,144.952,230427,4,27.65023,9,1
On A Sunday Afternoon,Lighter Shade Of Brown,spotify:track:1cM25iyn6zKOfnywTNtvyb,0.784,0.765,1,-3.545,1,0.212,0.095,0,0.182,0.845,94.812,212880,4,47.85457,8,1
Amish Paradise,"""Weird Al"" Yankovic",spotify:track:5r96TaQquRrlo3Ym3ZlSL2,0.728,0.448,8,-10.54,1,0.172,0.103,0,0.267,0.483,80.902,202920,4,107.91167,7,1
Paper Doll,P.M. Dawn,spotify:track:0eOud7XflP6vuIB0hQfCij,0.725,0.894,6,-9.122,0,0.0838,0.00476,0.259,0.0489,0.529,105.723,293427,4,36.59264,12,1
Can't Get Enough Of Your Love,Taylor Dayne,spotify:track:39owLj3gqY7XN41PC1WO6Q,0.691,0.837,9,-5.09,0,0.0353,0.0147,4.47e-05,0.162,0.64,108.175,265893,4,105.52262,8,1
Cruelty,The Crüxshadows,spotify:track:1eoRMpd1vC1UmDC4byQnbc,0.561,0.88,7,-5.13,1,0.0656,0.0015,0.194,0.372,0.0934,120.0,405573,4,42.94903,16,0
Everlasting Love,Gloria Estefan,spotify:track:0DCxAJasKxjhODdqpF4s36,0.708,0.817,7,-6.689,1,0.0383,0.156,0,0.111,0.853,128.871,240720,4,43.5122,10,1
Last Night On Earth,U2,spotify:track:19Sbxm5YTEFwpCYMxrw1gz,0.552,0.696,1,-8.374,1,0.0324,0.00661,0.00104,0.0721,0.52,116.175,285667,4,19.03744,14,1
Music for 18 Musicians: Section I,Steve Reich,spotify:track:1LWabh9wqLITaRpYe82PoD,0.591,0.304,2,-16.902,1,0.0491,0.995,0.927,0.146,0.187,102.35,238507,3,17.55403,11,0
Bow Down,Westside Connection,spotify:track:2Vpj5colB0MPy3Zg5SITEC,0.897,0.458,9,-11.01,1,0.279,0.0208,0,0.419,0.513,92.928,206827,4,44.80261,11,1
Kiya Kiya,The Roha Band,spotify:track:3XOOIQ1PCWVS73r2tlSCj3,0.623,0.756,11,-8.973,0,0.0375,0.488,5.04e-05,0.103,0.961,91.072,230800,4,72.35521,6,0
Don't Wanna Fall In Love,Jane Child,spotify:track:6eozUVzr02EXMji1vuxgiP,0.708,0.681,1,-11.226,1,0.0422,0.0152,3.43e-05,0.0373,0.814,111.574,247840,4,39.62152,9,1
Birmingham,Amanda Marshall,spotify:track:7uq3apmiiLp8WbgcbDZe6X,0.525,0.726,7,-8.381,1,0.0306,0.04,0.00332,0.0564,0.686,185.513,321067,4,54.80752,11,1
Bruz,Jan Lundgren Trio,spotify:track:0nhd5EdxmfKuXdSJ8Y7rc5,0.555,0.282,10,-18.685,1,0.0361,0.843,0.898,0.695,0.676,98.014,284533,4,31.95505,8,0
Quando A Primavera Chegar,Made In Brazil,spotify:track:4aXvfDGvoGLnfcdEsaJezG,0.402,0.577,7,-9.219,1,0.0286,0.0025,0.11,0.311,0.691,108.925,201400,4,47.53244,8,0
Summertime,Sidney Bechet,spotify:track:4PN5gbJNYWx9yQ6hJepPbG,0.644,0.157,7,-16.323,0,0.0407,0.991,0.92,0.101,0.448,82.251,252267,4,22.62803,13,0
Rock My Blues Away,"Clarence ""Gatemouth"" Brown",spotify:track:2VTvybv7PzXcEKNBFiKGUe,0.509,0.535,5,-11.379,1,0.37,0.203,0.000183,0.293,0.805,168.671,194160,4,25.00481,11,0
Grandpa's Spells,Jelly Roll Morton,spotify:track:1eCAZMrOWp3DswaiWO77gy,0.757,0.433,0,-10.996,1,0.0679,0.969,0.914,0.0657,0.948,103.448,177840,4,59.38653,9,0
Enjoy Yourself,A+,spotify:track:1fEUW2mfGlCaawNaNOXdjl,0.716,0.872,11,-6.531,0,0.371,0.0103,0,0.0591,0.749,101.373,218427,4,37.48305,10,1
Blue On Black,The Kenny Wayne Shepherd Band,spotify:track:7nioCrPVTkYopUB1rTvtK1,0.452,0.882,7,-4.406,1,0.0362,0.00254,2.17e-05,0.0836,0.398,156.277,274615,4,42.33702,9,1
Funky Child,Lords Of The Underground,spotify:track:3UhwS81S9L7i2byZCrhSAv,0.857,0.635,10,-9.532,0,0.198,0.0355,0.00345,0.13,0.53,96.589,271067,4,31.20915,13,1
Blues Medley - Live,Mike Bloomfield,spotify:track:4V6M65m2mO8hsBscOfaKND,0.416,0.487,2,-8.749,1,0.0345,0.588,0.00162,0.34,0.718,93.262,464267,3,96.13621,17,0
Gangstas Make The World Go Round,Westside Connection,spotify:track:2vytyWClpsahqcL6NibSE3,0.754,0.575,9,-8.22,1,0.366,0.0977,0,0.474,0.561,180.389,272834,4,82.63106,7,1
Pop That Coochie,The 2 Live Crew,spotify:track:0Q72qxEpECShDqqLIDu0sx,0.905,0.758,7,-11.348,1,0.175,0.00229,0.00152,0.11,0.598,127.593,258080,4,26.50398,11,1
Memorize Your Lines,Sleater-Kinney,spotify:track:2EpPeEZgNg33C5a1uyZJAm,0.37,0.811,6,-5.105,1,0.0407,0.222,0.0913,0.262,0.552,161.887,191653,4,31.66257,10,0
Wolverine Blues,Entombed,spotify:track:6WBdwdLLif4kuG3s6ot8uB,0.348,0.973,10,-4.818,0,0.0716,0.000457,0.781,0.135,0.374,152.235,133067,1,16.03238,7,0
Keep Coming Back,Richard Marx,spotify:track:0GMFC1osUTm2qKycgHdwWD,0.72,0.478,9,-11.074,1,0.0239,0.115,2.27e-05,0.104,0.672,97.073,409360,4,37.54959,17,1
Killer,Seal,spotify:track:3HL81ZgFZrx8vNl7zRxa4i,0.729,0.877,10,-5.9,0,0.0697,0.00462,0.000967,0.0938,0.529,117.853,381933,4,24.1639,13,1
Stairway To Heaven,London Philharmonic Orchestra,spotify:track:0aoTpQt7w3y3qwx029PTNN,0.146,0.0957,9,-20.822,0,0.0393,0.917,0.829,0.0601,0.0369,139.514,640000,5,64.79985,29,0
Hole In My Soul,Aerosmith,spotify:track:7kPuCwBWgXy5TGfgwNUKwV,0.463,0.703,0,-4.807,1,0.0269,0.0049,0,0.207,0.225,75.426,370093,4,39.23872,12,1
Ava Adore,The Smashing Pumpkins,spotify:track:6bVB2MGR7LcotAIB1vfpw6,0.604,0.844,8,-6.003,1,0.0597,0.000401,0.214,0.0484,0.791,160.318,270893,4,33.55753,15,1
Rhythm Is A Dancer,Snap!,spotify:track:4RADreHMvMkZwsPgPr9z5c,0.794,0.745,9,-11.367,0,0.037,0.271,0.00041,0.143,0.706,124.249,225882,4,59.02142,11,1
Across The River,Bruce Hornsby & The Range,spotify:track:72vw18TcgD8jmJvBr9qaVZ,0.529,0.816,7,-7.075,1,0.0385,0.276,0.0602,0.192,0.825,149.769,309720,4,38.92123,14,1
She's Not Cryin' Anymore,Billy Ray Cyrus,spotify:track:5dlXZv1VpEbDgKUQgsTWJV,0.611,0.309,2,-12.084,1,0.0246,0.344,1.82e-06,0.338,0.606,88.556,205773,4,36.38411,11,1
"Girl, I've Been Hurt",Snow,spotify:track:2VdbkEyvcnNvTU4Tn1tL2v,0.668,0.649,1,-11.821,0,0.0373,0.000272,0,0.0789,0.471,90.95,252400,4,35.78403,10,1
Touch Me (All Night Long),Cathy Dennis,spotify:track:3KuWqa0X0Dk73sm7RKhtfV,0.719,0.922,1,-7.588,1,0.0557,0.0192,0.254,0.0519,0.522,118.824,266480,4,87.37985,10,1
Lucky One,Amy Grant,spotify:track:7dcTSq2HC4kzvcWFcSfJy1,0.505,0.718,10,-4.878,1,0.0266,0.43,4.46e-06,0.176,0.744,185.804,249387,4,21.55431,9,1
Part 6 - Consolation,Kenny Wheeler,spotify:track:5uz4PJQTMHtvr7ZyXoueLH,0.336,0.0931,6,-19.349,0,0.0347,0.836,0.205,0.0364,0.117,112.265,557827,4,30.67163,24,0
Hoy Tengo Ganas de Ti,Sabu,spotify:track:3CBVxj0F0b4q7DiRZIQEPK,0.466,0.486,5,-7.122,1,0.0331,0.152,0,0.306,0.258,125.241,248747,4,50.62972,11,0
Rock Me Baby - Live,James Cotton,spotify:track:70bWqL5LdL1Nuc2JRGRjIR,0.547,0.692,5,-7.687,1,0.119,0.16,0.000165,0.536,0.758,102.643,233040,4,48.33308,11,0
Hana Maui - Digitally Remastered 1995,Chick Floyd,spotify:track:0XN9TYjtGswD7jsLsg6xU2,0.438,0.119,5,-19.726,0,0.0301,0.485,0.0952,0.0889,0.133,109.023,196227,4,48.42117,10,0
Gettin' It,Too Short Featuring Parliament Funkadelic,spotify:track:4zAdU7RCpIcPAnwZpxjwS7,0.9,0.465,6,-3.421,1,0.207,0.265,0,0.0853,0.805,84.076,263200,4,46.72559,10,1
Sound Of Da Police,KRS-One,spotify:track:3Y6XWs8xMlCngyIxNOFnsp,0.794,0.95,1,-8.78,1,0.294,0.124,7.71e-05,0.133,0.324,94.984,258507,4,22.93256,9,1
Lady Be Good,Carl-Henrik Norin,spotify:track:5NYg6UHjNOx3tSsPKbMKy8,0.665,0.743,0,-6.938,0,0.0329,0.784,0.522,0.0769,0.804,95.803,317933,4,37.23121,14,0
